epoch,_runtime,_timestamp,loss,val_loss
0,1954,1650383970,0.13956990838050842,0.08421342819929123
1,3357,1650385373,0.08265669643878937,0.08189182728528976
2,4887,1650386903,0.0769447609782219,0.08652932196855545
3,6332,1650388348,0.07401783764362335,0.07077530771493912
4,7842,1650389858,0.07119711488485336,0.06880165636539459
5,9347,1650391363,0.06943021714687347,0.0695822685956955
6,10838,1650392854,0.06825102120637894,0.07183043658733368
7,12379,1650394395,0.06692333519458771,0.07145600765943527
8,13867,1650395883,0.06577754765748978,0.06986919045448303
9,15360,1650397376,0.06477349251508713,0.06452308595180511
10,16902,1650398918,0.06384659558534622,0.06258650869131088
11,18404,1650400420,0.0634966641664505,0.06297094374895096
12,19894,1650401910,0.0624200776219368,0.0639040619134903
13,21440,1650403456,0.06192275509238243,0.06177371367812157
14,22835,1650404851,0.061486054211854935,0.061912018805742264
15,24474,1650406490,0.06092505156993866,0.06092774495482445
16,26097,1650408113,0.06021938845515251,0.05969928577542305
17,27663,1650409679,0.059769291430711746,0.06075582280755043
18,29220,1650411236,0.059348300099372864,0.06152698025107384
19,30695,1650412711,0.05887361615896225,0.06073692813515663
20,32142,1650414158,0.058395784348249435,0.05919420346617699
21,33736,1650415752,0.058063410222530365,0.05934210866689682
22,35152,1650417168,0.05765153840184212,0.05872470512986183
23,36725,1650418741,0.057318903505802155,0.057517923414707184
24,38362,1650420378,0.05699143186211586,0.05784617364406586
25,39807,1650421823,0.05659448355436325,0.05833466351032257
26,41325,1650423341,0.05613483116030693,0.058221012353897095
27,42806,1650424822,0.05590079352259636,0.058455612510442734
28,44216,1650426232,0.055609799921512604,0.056889526546001434
29,45743,1650427759,0.0553075410425663,0.05705937743186951
30,47201,1650429217,0.054867781698703766,0.05708107352256775
31,48738,1650430754,0.05465047061443329,0.05919971689581871
32,50313,1650432329,0.054380353540182114,0.057119764387607574
33,51799,1650433815,0.05402331426739693,0.05635237693786621
34,53358,1650435374,0.05383244901895523,0.055692724883556366
35,54881,1650436897,0.053527943789958954,0.057475216686725616
36,56394,1650438410,0.053183235228061676,0.055913131684064865
37,57946,1650439962,0.05296775698661804,0.05777774006128311
38,59401,1650441417,0.052636921405792236,0.056278295814991
39,60924,1650442940,0.052339062094688416,0.0553942508995533
40,62465,1650444481,0.052069153636693954,0.055504512041807175
41,63923,1650445939,0.05176300182938576,0.05458581820130348
42,65395,1650447411,0.051497891545295715,0.054743293672800064
43,66993,1650449009,0.05138067156076431,0.05508077144622803
44,68194,1650450210,0.05121281370520592,0.054812174290418625
45,69097,1650451113,0.050993435084819794,0.053927741944789886
46,70015,1650452031,0.050725359469652176,0.05526357144117355
47,70941,1650452957,0.05046911537647247,0.05475684627890587
48,71848,1650453864,0.05040871724486351,0.05509590357542038
49,72736,1650454752,0.0501883402466774,0.054130371659994125
50,73633,1650455649,0.049763161689043045,0.05478977411985397
